nome,criado_em,atualizado_em,estrelas,linguagem,prs_merged,releases,issues_total,issues_fechadas,idade_dias,dias_desde_atualizacao,razao_issues_fechadas
codecrafters-io/build-your-own-x,2018-05-09T12:03:18Z,2026-03-06T02:08:49Z,472576,Markdown,155,0,888,653,2857,-1,0.7354
sindresorhus/awesome,2014-07-11T13:42:37Z,2026-03-06T02:06:10Z,442904,,694,0,365,349,4255,-1,0.9562
freeCodeCamp/freeCodeCamp,2014-12-24T17:49:19Z,2026-03-06T02:06:42Z,437813,TypeScript,27772,0,21154,20978,4089,-1,0.9917
public-apis/public-apis,2016-03-20T23:49:42Z,2026-03-06T02:04:36Z,404556,Python,1872,0,839,833,3636,-1,0.9928
EbookFoundation/free-programming-books,2013-10-11T06:50:37Z,2026-03-06T01:50:43Z,383639,Python,7328,0,1263,1227,4528,-1,0.9715
kamranahmedse/developer-roadmap,2017-03-15T13:45:52Z,2026-03-06T01:37:29Z,350253,TypeScript,4073,1,3085,3054,3277,-1,0.99
jwasham/coding-interview-university,2016-06-06T02:34:12Z,2026-03-06T01:53:03Z,337617,,415,0,525,454,3559,-1,0.8648
donnemartin/system-design-primer,2017-02-26T16:15:28Z,2026-03-06T02:08:42Z,337403,Python,203,0,360,110,3294,-1,0.3056
vinta/awesome-python,2014-06-27T21:00:06Z,2026-03-06T02:07:44Z,285770,Python,641,0,0,0,4269,-1,
awesome-selfhosted/awesome-selfhosted,2015-06-01T02:33:17Z,2026-03-06T02:06:11Z,277612,,2395,1,807,807,3930,-1,1.0
996icu/996.ICU,2019-03-26T07:31:14Z,2026-03-06T02:06:42Z,275652,,1072,0,0,0,2536,-1,
openclaw/openclaw,2025-11-24T10:16:47Z,2026-03-06T02:09:06Z,265825,TypeScript,2748,59,15406,10038,101,-1,0.6516
practical-tutorials/project-based-learning,2017-04-12T05:07:46Z,2026-03-06T02:01:34Z,260295,,182,0,227,82,3249,-1,0.3612
facebook/react,2013-05-24T16:15:54Z,2026-03-06T01:28:03Z,243641,JavaScript,12774,118,14385,13576,4668,-1,0.9438
torvalds/linux,2011-09-04T22:48:12Z,2026-03-06T02:08:28Z,221064,C,0,0,0,0,5296,-1,
TheAlgorithms/Python,2016-07-16T09:44:01Z,2026-03-05T23:38:17Z,218369,Python,3046,0,1702,1540,3519,-1,0.9048
vuejs/vue,2013-07-29T03:24:51Z,2026-03-06T01:42:01Z,209957,TypeScript,1136,249,10027,9668,4602,-1,0.9642
trimstray/the-book-of-secret-knowledge,2018-06-23T10:43:14Z,2026-03-06T02:06:11Z,208828,,122,0,0,0,2812,-1,
ossu/computer-science,2014-05-04T00:18:39Z,2026-03-06T00:37:14Z,202147,HTML,305,0,666,654,4323,-1,0.982
trekhleb/javascript-algorithms,2018-03-24T07:47:04Z,2026-03-06T01:46:53Z,195734,JavaScript,304,0,371,233,2903,-1,0.628
tensorflow/tensorflow,2015-11-07T01:19:20Z,2026-03-06T01:01:31Z,194007,C++,42330,221,41196,40300,3771,-1,0.9783
ohmyzsh/ohmyzsh,2009-08-28T18:15:37Z,2026-03-06T01:15:58Z,185131,Shell,3515,0,5034,4891,6033,-1,0.9716
getify/You-Dont-Know-JS,2013-11-16T02:37:24Z,2026-03-05T23:44:57Z,184462,,370,0,949,949,4492,-1,1.0
CyC2018/CS-Notes,2018-02-13T14:56:24Z,2026-03-06T01:59:53Z,183818,,374,0,578,449,2942,-1,0.7768
microsoft/vscode,2015-09-03T20:23:38Z,2026-03-06T02:05:57Z,182323,TypeScript,43337,197,232210,218773,3836,-1,0.9421
Significant-Gravitas/AutoGPT,2023-03-16T09:21:07Z,2026-03-06T01:27:35Z,182201,Python,3970,94,3739,3505,1085,-1,0.9374
jackfrued/Python-100-Days,2018-03-01T16:05:52Z,2026-03-06T01:51:29Z,179314,Jupyter Notebook,13,0,711,188,2926,-1,0.2644
n8n-io/n8n,2019-06-22T09:24:21Z,2026-03-06T02:04:30Z,177767,TypeScript,14089,547,8223,7747,2448,-1,0.9421
flutter/flutter,2015-03-06T22:54:58Z,2026-03-06T02:06:54Z,175439,Dart,46935,7,112444,100284,4017,-1,0.8919
twbs/bootstrap,2011-07-29T21:19:00Z,2026-03-06T00:49:56Z,174025,MDX,9114,94,22848,22459,5333,-1,0.983
github/gitignore,2010-11-08T20:17:14Z,2026-03-06T00:44:22Z,172835,,1727,0,0,0,5596,-1,
massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2026-03-06T01:53:46Z,167808,Batchfile,5,29,908,906,2244,-1,0.9978
avelino/awesome-go,2014-07-06T13:42:15Z,2026-03-06T02:06:12Z,166651,Go,3610,0,727,713,4260,-1,0.9807
ollama/ollama,2023-06-26T19:39:32Z,2026-03-06T01:48:47Z,164209,Go,3073,189,9490,7501,983,-1,0.7904
AUTOMATIC1111/stable-diffusion-webui,2022-08-22T14:05:26Z,2026-03-06T01:11:36Z,161509,Python,1884,27,7886,5486,1291,-1,0.6957
jlevy/the-art-of-command-line,2015-05-20T15:11:03Z,2026-03-06T01:55:44Z,160083,,317,0,258,136,3942,-1,0.5271
huggingface/transformers,2018-10-29T13:56:00Z,2026-03-06T01:49:44Z,157453,Python,18738,244,18664,17588,2684,-1,0.9423
Snailclimb/JavaGuide,2018-05-07T13:27:00Z,2026-03-06T02:09:12Z,154054,Java,1213,0,1131,1057,2859,-1,0.9346
DigitalPlatDev/FreeDomain,2024-05-30T13:23:00Z,2026-03-06T02:09:29Z,150839,HTML,1,0,0,0,644,-1,
f/prompts.chat,2022-12-05T13:54:13Z,2026-03-06T02:02:01Z,150211,HTML,200,0,131,128,1186,-1,0.9771
yt-dlp/yt-dlp,2020-10-26T04:22:55Z,2026-03-06T02:08:23Z,149784,Python,3229,131,11123,9305,1956,-1,0.8366
airbnb/javascript,2012-11-01T23:13:50Z,2026-03-06T02:07:16Z,148096,JavaScript,813,0,1401,1299,4871,-1,0.9272
langflow-ai/langflow,2023-02-08T22:28:03Z,2026-03-06T01:29:20Z,145286,Python,5792,285,3160,2819,1121,-1,0.8921
521xueweihan/HelloGitHub,2016-05-04T06:24:11Z,2026-03-06T01:57:12Z,144905,Python,17,63,2963,2681,3592,-1,0.9048
ytdl-org/youtube-dl,2010-10-31T14:35:07Z,2026-03-06T01:51:56Z,139802,Python,1646,341,26819,23190,5604,-1,0.8647
vercel/next.js,2016-10-05T23:32:51Z,2026-03-06T01:41:51Z,138169,JavaScript,26138,1000,24313,22260,3437,-1,0.9156
yangshun/tech-interview-handbook,2016-07-05T05:00:48Z,2026-03-05T23:51:39Z,138003,TypeScript,486,0,120,76,3530,-1,0.6333
Genymobile/scrcpy,2017-11-21T18:00:27Z,2026-03-06T02:08:07Z,136539,C,123,50,5960,3285,3026,-1,0.5512
labuladong/fucking-algorithm,2020-02-19T09:01:23Z,2026-03-06T02:03:24Z,132923,Markdown,244,0,963,962,2206,-1,0.999
golang/go,2014-08-19T04:33:40Z,2026-03-06T01:44:30Z,132900,Go,1,0,70411,60980,4216,-1,0.8661
langgenius/dify,2023-04-12T07:40:24Z,2026-03-06T02:01:52Z,131352,TypeScript,9722,158,16742,16338,1058,-1,0.9759
microsoft/PowerToys,2019-05-01T17:44:02Z,2026-03-06T01:56:49Z,130250,C#,6349,127,38246,30147,2500,-1,0.7882
x1xhlol/system-prompts-and-models-of-ai-tools,2025-03-05T16:38:29Z,2026-03-06T02:08:27Z,128454,,46,0,189,108,365,-1,0.5714
langchain-ai/langchain,2022-10-17T02:58:36Z,2026-03-06T02:07:19Z,128380,Python,16038,1000,9119,8874,1235,-1,0.9731
Chalarangelo/30-seconds-of-code,2017-11-29T17:35:03Z,2026-03-05T22:40:04Z,126955,JavaScript,836,12,300,300,3018,0,1.0
open-webui/open-webui,2023-10-06T22:08:27Z,2026-03-06T02:08:55Z,125891,Python,3314,152,7801,7614,881,-1,0.976
facebook/react-native,2015-01-09T18:10:16Z,2026-03-06T01:59:42Z,125504,C++,957,444,27578,26830,4073,-1,0.9729
krahets/hello-algo,2022-11-04T11:08:34Z,2026-03-06T01:32:50Z,122685,Java,968,10,282,274,1217,-1,0.9716
kubernetes/kubernetes,2014-06-06T22:56:04Z,2026-03-06T01:59:47Z,120948,Go,64010,784,48631,46784,4290,-1,0.962
electron/electron,2013-04-12T01:47:36Z,2026-03-06T02:05:00Z,120319,C++,24552,1000,21477,20739,4710,-1,0.9656
ripienaar/free-for-dev,2015-03-18T21:06:26Z,2026-03-06T01:56:53Z,118671,HTML,2900,0,0,0,4005,-1,
excalidraw/excalidraw,2020-01-02T01:04:43Z,2026-03-06T01:57:18Z,118100,TypeScript,3838,14,4643,2539,2254,-1,0.5468
anomalyco/opencode,2025-04-30T20:08:00Z,2026-03-06T02:09:05Z,116678,TypeScript,2583,728,9801,5087,309,-1,0.519
justjavac/free-programming-books-zh_CN,2013-11-04T01:59:19Z,2026-03-06T01:55:07Z,116407,,282,3,0,0,4504,-1,
nodejs/node,2014-11-26T19:57:11Z,2026-03-06T01:07:49Z,116090,JavaScript,11893,486,20089,18333,4117,-1,0.9126
d3/d3,2010-09-27T17:22:42Z,2026-03-05T20:47:03Z,112468,Shell,494,194,2239,2229,5638,0,0.9955
iptv-org/iptv,2018-11-14T22:00:57Z,2026-03-06T01:56:05Z,112440,TypeScript,6821,0,21743,21447,2668,-1,0.9864
mrdoob/three.js,2010-03-23T18:58:01Z,2026-03-05T22:49:53Z,111195,JavaScript,15235,175,13507,13065,5826,0,0.9673
rust-lang/rust,2010-06-16T20:39:03Z,2026-03-06T01:41:50Z,110930,Rust,69560,147,61600,50473,5741,-1,0.8194
rustdesk/rustdesk,2020-09-28T15:36:08Z,2026-03-06T02:05:47Z,108714,Rust,3946,36,4001,3939,1984,-1,0.9845
axios/axios,2014-08-18T22:30:27Z,2026-03-05T23:38:53Z,108584,JavaScript,1134,109,4958,4757,4217,-1,0.9595
microsoft/TypeScript,2014-06-17T15:28:39Z,2026-03-06T00:13:34Z,108027,TypeScript,14857,214,42958,37982,4279,-1,0.8842
Hack-with-Github/Awesome-Hacking,2016-03-30T15:47:10Z,2026-03-06T02:05:26Z,107801,,34,0,0,0,3627,-1,
shadcn-ui/ui,2023-01-04T12:43:27Z,2026-03-06T02:03:02Z,107775,TypeScript,1007,75,3931,2953,1156,-1,0.7512
microsoft/generative-ai-for-beginners,2023-06-19T16:28:59Z,2026-03-06T01:36:57Z,107565,Jupyter Notebook,521,0,207,202,990,-1,0.9758
godotengine/godot,2014-01-04T16:05:36Z,2026-03-06T02:05:11Z,107399,C++,41425,66,61284,48296,4443,-1,0.7881
GrowingGit/GitHub-Chinese-Top-Charts,2019-09-05T03:01:56Z,2026-03-06T02:06:01Z,106598,Java,0,0,343,162,2373,-1,0.4723
denoland/deno,2018-05-15T01:34:26Z,2026-03-06T01:26:18Z,106313,Rust,14295,368,13955,11602,2851,-1,0.8314
goldbergyoni/nodebestpractices,2017-09-15T08:33:19Z,2026-03-05T22:40:12Z,105147,Dockerfile,766,0,334,286,3093,0,0.8563
Comfy-Org/ComfyUI,2023-01-17T03:15:56Z,2026-03-06T02:07:29Z,104963,Python,2214,125,7966,4511,1143,-1,0.5663
fatedier/frp,2015-12-21T15:24:59Z,2026-03-06T01:40:48Z,104908,Go,735,109,4059,4022,3727,-1,0.9909
papers-we-love/papers-we-love,2013-12-15T14:31:41Z,2026-03-06T01:24:17Z,103828,Shell,439,0,248,246,4463,-1,0.9919
facebook/create-react-app,2016-07-17T14:55:11Z,2026-03-05T23:18:00Z,103825,JavaScript,1949,83,8421,6574,3518,-1,0.7807
tauri-apps/tauri,2019-07-13T09:09:37Z,2026-03-06T02:08:14Z,103678,Rust,5400,0,6169,4912,2427,-1,0.7962
microsoft/terminal,2017-08-11T18:38:22Z,2026-03-06T01:03:09Z,102027,C++,4379,148,13817,12169,3128,-1,0.8807
deepseek-ai/DeepSeek-V3,2024-12-26T09:52:40Z,2026-03-06T01:32:52Z,101898,Python,25,1,723,679,434,-1,0.9391
clash-verge-rev/clash-verge-rev,2023-11-21T18:24:03Z,2026-03-06T02:06:04Z,100632,TypeScript,751,62,5001,4836,835,-1,0.967
angular/angular,2014-09-18T16:12:01Z,2026-03-06T02:03:25Z,100070,TypeScript,5682,610,30373,29376,4186,-1,0.9672
Shubhamsaboo/awesome-llm-apps,2024-04-29T05:30:25Z,2026-03-06T02:09:42Z,99853,Python,170,0,119,119,675,-1,1.0
jaywcjlove/awesome-mac,2016-07-17T15:33:47Z,2026-03-06T02:09:45Z,99562,JavaScript,1081,13,513,378,3518,-1,0.7368
supabase/supabase,2019-10-12T05:56:49Z,2026-03-06T01:32:33Z,98583,TypeScript,15583,26,5240,4973,2336,-1,0.949
Anduin2017/HowToCook,2020-02-29T10:43:49Z,2026-03-06T01:39:32Z,98540,Dockerfile,614,4,827,364,2196,-1,0.4401
mtdvio/every-programmer-should-know,2017-08-24T13:18:26Z,2026-03-05T20:33:21Z,98183,,110,0,45,31,3115,0,0.6889
mui/material-ui,2014-08-18T19:11:54Z,2026-03-06T01:41:40Z,98005,JavaScript,21490,558,20348,18753,4217,-1,0.9216
pytorch/pytorch,2016-08-13T05:26:41Z,2026-03-06T02:08:31Z,97987,Python,6428,64,57147,41051,3491,-1,0.7183
2dust/v2rayN,2019-07-30T03:47:24Z,2026-03-06T02:06:12Z,97980,C#,395,300,6598,6592,2410,-1,0.9991
ant-design/ant-design,2015-04-24T15:37:24Z,2026-03-06T01:21:18Z,97669,TypeScript,17063,740,32407,31120,3968,-1,0.9603
neovim/neovim,2014-01-31T13:39:22Z,2026-03-06T02:06:04Z,96969,Vim Script,17734,48,13750,12108,4416,-1,0.8806
ggml-org/llama.cpp,2023-03-10T18:58:00Z,2026-03-06T02:10:06Z,96822,C++,7478,1000,7128,6688,1091,-1,0.9383
google-gemini/gemini-cli,2025-04-17T17:04:31Z,2026-03-06T02:08:36Z,96590,TypeScript,5284,395,10768,8690,322,-1,0.807
fastapi/fastapi,2018-12-08T08:21:47Z,2026-03-06T01:42:40Z,95922,Python,3171,269,3506,3495,2644,-1,0.9969
nvbn/thefuck,2015-04-08T15:08:04Z,2026-03-05T22:18:00Z,95606,Python,481,17,774,477,3984,0,0.6163
openai/whisper,2022-09-16T20:02:54Z,2026-03-06T01:51:31Z,95497,Python,119,13,0,0,1266,-1,
microsoft/Web-Dev-For-Beginners,2020-11-10T02:44:00Z,2026-03-06T01:10:23Z,95387,JavaScript,654,0,423,362,1941,-1,0.8558
ryanmcdermott/clean-code-javascript,2016-11-25T22:25:41Z,2026-03-05T22:39:55Z,94313,JavaScript,149,0,245,165,3387,0,0.6735
immich-app/immich,2022-02-03T15:56:27Z,2026-03-06T02:06:16Z,94098,TypeScript,8731,287,8007,7492,1491,-1,0.9357
tailwindlabs/tailwindcss,2017-10-06T14:59:14Z,2026-03-06T01:42:24Z,93923,TypeScript,3302,300,4771,4720,3072,-1,0.9893
iluwatar/java-design-patterns,2014-08-09T16:45:18Z,2026-03-05T16:56:48Z,93794,Java,1520,0,978,839,4226,0,0.8579
puppeteer/puppeteer,2017-05-09T22:16:13Z,2026-03-05T23:38:59Z,93717,TypeScript,5836,646,7323,7065,3222,-1,0.9648
nvm-sh/nvm,2010-04-15T17:47:47Z,2026-03-06T01:29:07Z,92043,Shell,741,71,2393,2062,5803,-1,0.8617
deepseek-ai/DeepSeek-R1,2025-01-20T11:57:28Z,2026-03-06T01:34:30Z,91916,,10,1,691,664,409,-1,0.9609
florinpop17/app-ideas,2019-02-25T18:36:56Z,2026-03-06T01:43:20Z,90952,,151,0,196,51,2565,-1,0.2602
PanJiaChen/vue-element-admin,2017-04-17T03:35:49Z,2026-03-06T02:05:50Z,90289,Vue,311,49,3613,2356,3244,-1,0.6521
microsoft/markitdown,2024-11-13T19:56:40Z,2026-03-06T01:50:28Z,90167,Python,170,18,386,84,477,-1,0.2176
storybookjs/storybook,2016-03-18T04:23:44Z,2026-03-05T19:18:16Z,89367,TypeScript,12276,1000,14155,12042,3639,0,0.8507
firecrawl/firecrawl,2024-04-15T21:02:29Z,2026-03-06T02:08:53Z,88619,TypeScript,1361,32,824,779,689,-1,0.9454
bitcoin/bitcoin,2010-12-19T15:16:43Z,2026-03-06T00:49:14Z,88361,C++,16168,63,9013,8651,5555,-1,0.9598
gin-gonic/gin,2014-06-16T23:57:25Z,2026-03-06T01:25:59Z,88198,Go,1224,29,2382,1786,4279,-1,0.7498
oven-sh/bun,2021-04-14T00:48:17Z,2026-03-06T02:00:06Z,87896,Zig,7177,210,15762,10920,1786,-1,0.6928
ChatGPTNextWeb/NextChat,2023-03-10T18:27:54Z,2026-03-06T01:38:51Z,87435,TypeScript,894,77,3582,2899,1091,-1,0.8093
rasbt/LLMs-from-scratch,2023-07-23T18:15:57Z,2026-03-06T01:37:11Z,87221,Jupyter Notebook,481,0,218,218,956,-1,1.0
django/django,2012-04-28T02:47:18Z,2026-03-06T01:59:13Z,86976,Python,10323,0,0,0,5059,-1,
gohugoio/hugo,2013-07-04T15:26:26Z,2026-03-06T00:08:39Z,86918,Go,3239,365,8033,7792,4627,-1,0.97
mermaid-js/mermaid,2014-11-01T23:52:32Z,2026-03-06T01:51:44Z,86506,TypeScript,2585,179,3577,2210,4141,-1,0.6178
opencv/opencv,2012-07-19T09:40:17Z,2026-03-06T01:12:47Z,86447,C++,13504,67,11435,8866,4977,-1,0.7753
sveltejs/svelte,2016-11-20T18:13:05Z,2026-03-06T00:50:44Z,86004,JavaScript,6518,606,8925,8009,3392,-1,0.8974
ruanyf/weekly,2018-10-13T12:36:07Z,2026-03-06T01:55:46Z,85212,,105,0,8487,1286,2700,-1,0.1515
home-assistant/core,2013-09-17T07:29:48Z,2026-03-05T23:02:55Z,85157,Python,82560,1000,68276,65363,4552,0,0.9573
anthropics/skills,2025-09-22T15:53:31Z,2026-03-06T02:09:33Z,85015,Python,21,0,147,21,164,-1,0.1429
3b1b/manim,2015-03-22T18:50:58Z,2026-03-06T02:05:01Z,84990,Python,661,13,1223,765,4001,-1,0.6255
microsoft/ML-For-Beginners,2021-03-03T01:34:05Z,2026-03-06T01:54:14Z,84143,Jupyter Notebook,446,0,158,158,1828,-1,1.0
laravel/laravel,2011-06-08T03:06:08Z,2026-03-06T01:43:40Z,83896,Blade,1670,211,0,0,5384,-1,
louislam/uptime-kuma,2021-07-03T01:02:42Z,2026-03-06T01:49:30Z,83649,JavaScript,1684,125,4643,3981,1706,-1,0.8574
microsoft/playwright,2019-11-15T18:32:42Z,2026-03-06T02:09:04Z,83557,TypeScript,16278,158,17098,16506,2302,-1,0.9654
MunGell/awesome-for-beginners,2015-10-24T19:53:36Z,2026-03-06T00:53:06Z,83180,,469,0,204,188,3785,-1,0.9216
macrozheng/mall,2018-04-04T01:11:44Z,2026-03-06T02:10:35Z,83028,Java,1,3,499,489,2892,-1,0.98
realworld-apps/realworld,2016-02-26T20:49:53Z,2026-03-06T00:25:56Z,82919,TypeScript,434,0,545,511,3660,-1,0.9376
animate-css/animate.css,2011-10-12T10:07:38Z,2026-03-05T18:28:44Z,82617,CSS,315,22,883,843,5258,0,0.9547
punkpeye/awesome-mcp-servers,2024-11-30T04:49:10Z,2026-03-06T01:35:51Z,82282,,1409,0,210,151,460,-1,0.719
bregman-arie/devops-exercises,2019-10-03T17:31:21Z,2026-03-06T01:41:51Z,81403,Python,309,0,104,69,2345,-1,0.6635
DopplerHQ/awesome-interview-questions,2015-11-28T09:48:17Z,2026-03-06T01:24:04Z,81259,,175,0,61,34,3750,-1,0.5574
tonsky/FiraCode,2014-11-11T19:32:38Z,2026-03-06T01:46:24Z,81240,Clojure,142,29,1380,959,4132,-1,0.6949
syncthing/syncthing,2013-11-26T09:48:21Z,2026-03-06T01:56:35Z,80543,Go,2837,462,5858,5487,4482,-1,0.9367
astral-sh/uv,2023-10-02T20:24:11Z,2026-03-06T01:36:14Z,80329,Rust,8507,259,8618,6256,885,-1,0.7259
modelcontextprotocol/servers,2024-11-19T01:10:17Z,2026-03-06T02:09:56Z,80261,TypeScript,1178,24,840,560,471,-1,0.6667
spring-projects/spring-boot,2012-10-19T15:02:57Z,2026-03-05T23:38:40Z,80170,Java,42,339,41400,40903,4885,-1,0.988
ByteByteGoHq/system-design-101,2023-09-18T20:52:03Z,2026-03-05T18:41:38Z,79969,,23,0,58,18,899,0,0.3103
hacksider/Deep-Live-Cam,2023-09-24T13:19:31Z,2026-03-06T01:55:42Z,79855,Python,98,10,1114,1032,893,-1,0.9264
browser-use/browser-use,2024-10-31T16:00:56Z,2026-03-06T01:53:21Z,79693,Python,1668,118,1400,1271,490,-1,0.9079
fighting41love/funNLP,2018-08-21T11:20:39Z,2026-03-06T01:35:03Z,79212,Python,14,0,85,48,2753,-1,0.5647
doocs/advanced-java,2018-10-06T11:38:30Z,2026-03-06T02:00:24Z,78882,Java,89,1,148,147,2707,-1,0.9932
anuraghazra/github-readme-stats,2020-07-09T10:34:22Z,2026-03-06T02:03:27Z,78622,JavaScript,1568,0,1384,1228,2065,-1,0.8873
vitejs/vite,2020-04-21T05:03:57Z,2026-03-06T01:49:27Z,78617,TypeScript,6052,658,8352,7894,2144,-1,0.9452
junegunn/fzf,2013-10-23T16:04:23Z,2026-03-06T01:27:58Z,78329,Go,642,76,3102,2848,4516,-1,0.9181
hoppscotch/hoppscotch,2019-08-21T13:15:24Z,2026-03-06T02:08:34Z,78163,TypeScript,2038,99,2337,1770,2388,-1,0.7574
netdata/netdata,2013-06-17T18:39:10Z,2026-03-06T00:25:41Z,77966,C,11750,132,8203,8051,4644,-1,0.9815
tensorflow/models,2016-02-05T01:15:20Z,2026-03-05T21:45:43Z,77687,Python,2342,51,7324,6240,3681,0,0.852
nomic-ai/gpt4all,2023-03-27T18:49:32Z,2026-03-06T01:53:43Z,77193,C++,938,38,2212,1493,1074,-1,0.675
MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,2026-03-06T00:56:41Z,76720,Java,63,0,61,43,2646,-1,0.7049
coder/code-server,2019-02-27T16:50:41Z,2026-03-06T02:10:46Z,76492,TypeScript,1638,223,3794,3627,2563,-1,0.956
zed-industries/zed,2021-02-20T03:01:06Z,2026-03-06T02:06:33Z,76484,Rust,22121,1000,18650,16003,1839,-1,0.8581
FortAwesome/Font-Awesome,2012-02-17T14:19:43Z,2026-03-06T00:47:02Z,76396,JavaScript,220,63,19901,19610,5130,-1,0.9854
Developer-Y/cs-video-courses,2016-10-21T17:02:11Z,2026-03-06T01:51:38Z,76295,,257,0,0,0,3422,-1,
elastic/elasticsearch,2010-02-08T13:20:56Z,2026-03-05T23:47:31Z,76275,Java,87397,235,43121,38662,5869,-1,0.8966
mlabonne/llm-course,2023-06-17T22:16:25Z,2026-03-06T01:31:20Z,76104,,2,0,95,32,992,-1,0.3368
localsend/localsend,2022-12-16T00:46:07Z,2026-03-06T02:07:30Z,76030,Dart,701,24,1595,739,1175,-1,0.4633
d2l-ai/d2l-zh,2017-08-23T04:40:24Z,2026-03-06T01:51:53Z,75985,Python,1019,16,0,0,3116,-1,
sdmg15/Best-websites-a-programmer-should-visit,2017-03-05T20:25:17Z,2026-03-05T20:58:45Z,75783,,431,0,185,105,3287,0,0.5676
swisskyrepo/PayloadsAllTheThings,2016-10-18T07:29:07Z,2026-03-06T01:02:00Z,75745,Python,564,5,0,0,3425,-1,
